day,time,address,district,accident_type,age,gender,suspect_vehicle,lat,long,Cluster
Wednesday,Afternoon,taman sudiang indah,biringkanaya,TL,NOV,LK,R2,-5.091304,119.5263867,6
Saturday,Morning,urip sumuharjo,panakkukang,TL,NOV,LK,R2,-5.1348243,119.4316818,4
Saturday,Afternoon,onta lama,mamajang,TK,adult,LK,R4,-5.1572318,119.4206192,3
Sunday,Afternoon,bandang,bontoala,TM,adult,LK,R2,-5.1265716,119.4194415,7
Thursday,Evening,pajaiang,biringkanaya,TM,adolescent,LK,R2,-5.1098182,119.5173596,0
Saturday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,NOV,R2,-5.0934582,119.5134093,7
Saturday,Afternoon,perintis kemerdekaan,tamalanrea,TM,child,LK,R2,-5.1257155,119.5040112,6
Sunday,Afternoon,pannampu,tallo,TK,adolescent,LK,R2,-5.1176851,119.4314582,11
Friday,Morning,metro tanjung bunga,tamalate,TK,adult,PR,R4,-5.1661576,119.3917443,3
Monday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R4,-5.1257155,119.5040112,9
Saturday,Afternoon,keindahan i,biringkanaya,TK,adolescent,LK,R2,-5.1358981,119.5186684,11
Tuesday,Evening,gunung bawakaraeng,bontoala,TK,adult,LK,R2,-5.1354412,119.4177503,7
Saturday,Morning,cendrawasih,mariso,TK,adolescent,LK,R2,-5.1552795,119.4122605,5
Wednesday,Afternoon,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R4,-5.0934582,119.5134093,2
Wednesday,Morning,perintis kemerdekaan,biringkanaya,TK,adult,LK,R4,-5.0934582,119.5134093,3
Monday,Evening,pengayoman,panakkukang,TL,NOV,NOV,R4,-5.1579465,119.4384455,2
Wednesday,Morning,andi mappaodang,tamalate,TK,adolescent,LK,R4,-5.1732205,119.4158686,7
Thursday,Morning,tamangapa raya,manggala,TL,NOV,NOV,R6,-5.1767373,119.4843844,9
Thursday,Morning,perintis kemerdekaan,biringkanaya,TL,NOV,LK,R2,-5.0934582,119.5134093,4
Thursday,Afternoon,gunung bawakaraeng,bontoala,TL,NOV,NOV,R2,-5.1354412,119.4177503,10
Thursday,Evening,kumala,tamalate,TL,NOV,NOV,R4,-5.169866,119.4189942,2
Thursday,Evening,andi tonro,tamalate,TL,NOV,LK,R2,-5.1722153,119.4194737,6
Friday,Morning,boulevard,panakkukang,TK,adult,LK,R2,-5.1567107,119.4462122,8
Thursday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adult,NOV,R6,-5.0934582,119.5134093,3
Friday,Evening,sultan alauddin,rappocini,TK,adolescent,LK,R4,-5.1847014,119.4408542,7
Friday,Afternoon,gunung latimojong,makassar,TK,adolescent,NOV,R4,-5.1405404,119.4208275,7
Sunday,Afternoon,landak,mamajang,TK,adult,PR,R2,-5.1626806,119.4208986,7
Sunday,Afternoon,tol reformasi,tallo,T,child,LK,R4,-5.110691,119.435491,3
Friday,Evening,bungaejaya,bontoala,TM,adolescent,LK,R2,-5.1213977,119.4201828,0
Saturday,Morning,dokter leimena,panakkukang,TL,NOV,LK,R2,-5.1477018,119.4702925,4
Saturday,Afternoon,sultan alauddin,rappocini,TK,adolescent,LK,R4,-5.1847014,119.4408542,7
Sunday,Morning,rappocini raya,rappocini,TL,NOV,LK,R2,-5.1585335,119.4337899,4
Friday,Night,veteran selatan,mamajang,TK,adolescent,LK,R2,-5.1671547,119.419923,11
Saturday,Morning,metro tanjung bunga,tamalate,TL,NOV,NOV,R4,-5.1661576,119.3917443,9
Monday,Night,tamalate i,rappocini,TK,adult,LK,R2,-5.1675882,119.4479146,7
Monday,Afternoon,poros bumi tamalanrea permai,biringkanaya,TK,adolescent,LK,R2,-5.1394117,119.5190607,11
Tuesday,Evening,veteran selatan,mamajang,TL,NOV,LK,R2,-5.1671547,119.419923,6
Wednesday,Afternoon,sultan alauddin,tamalate,TM,adolescent,LK,R2,-5.1740774,119.4312419,0
Wednesday,Afternoon,perintis kemerdekaan,biringkanaya,TM,adolescent,LK,R2,-5.0934582,119.5134093,0
Wednesday,Afternoon,sungai saddang,makassar,TK,adult,NOV,R4,-5.1468498,119.4249901,3
Friday,Night,sungai walanae,makassar,LL,adolescent,LK,R2,-5.1477926,119.4238128,0
Friday,Night,tamalanrea raya,tamalanrea,TK,adolescent,LK,R2,-5.1389844,119.5193272,11
Thursday,Afternoon,profesor abdurrahman basalamah,panakkukang,TM,adolescent,LK,R2,-5.1471505,119.4492661,0
Wednesday,Evening,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112,10
Saturday,Morning,yusuf,rappocini,TK,adult,LK,R4,-5.1659631,119.4372775,3
Saturday,Evening,bakung,biringkanaya,TM,adult,NOV,R2,-5.0880314,119.5334038,6
Saturday,Morning,mallombassang,tamalate,TL,NOV,LK,R2,-5.1754863,119.4156656,4
Thursday,Evening,gunung latimojong,makassar,TK,adult,NOV,R4,-5.1405404,119.4208275,3
Friday,Afternoon,urip sumuharjo,panakkukang,TM,adult,LK,R4,-5.1348243,119.4316818,3
Saturday,Evening,baruga raya,manggala,TL,NOV,PR,R2,-5.1575692,119.4861494,10
Sunday,Night,perintis kemerdekaan,biringkanaya,TK,adult,PR,R2,-5.0934582,119.5134093,7
Saturday,Night,mesjid raya,bontoala,TK,adolescent,NOV,R2,-5.1334076,119.4273561,0
Monday,Afternoon,veteran utara,bontoala,TK,adult,NOV,R2,-5.1407973,119.4239945,7
Monday,Evening,manggala raya,manggala,TK,adolescent,LK,R2,-5.1700208,119.4981435,11
Wednesday,Morning,insinyur sutami,biringkanaya,TK,adolescent,NOV,R4,-5.078346,119.5071711,7
Tuesday,Night,onta lama,mamajang,TL,NOV,NOV,R4,-5.1572318,119.4206192,2
Wednesday,Night,aroepala,rappocini,TK,adult,NOV,R6,-5.176439,119.4573487,3
Wednesday,Night,perintis kemerdekaan,tamalanrea,TK,adult,NOV,R2,-5.1257155,119.5040112,7
Sunday,Night,gunung bawakaraeng,ujung pandang,TK,adolescent,LK,R2,-5.1356777,119.415913,11
Saturday,Night,urip sumuharjo,panakkukang,TK,adult,LK,R2,-5.1348243,119.4316818,7
Tuesday,Evening,rajawali,mariso,TK,adolescent,LK,R2,-5.1487498,119.4096122,11
Friday,Afternoon,daeng tata raya i,tamalate,TK,child,LK,R2,-5.1850019,119.423432,7
Thursday,Afternoon,landak baru vii,rappocini,TM,adult,LK,R4,-5.1622337,119.4280264,3
Thursday,Afternoon,skarda n1,rappocini,TL,NOV,PR,R2,-5.1758621,119.4438685,10
Friday,Afternoon,dokter leimena,panakkukang,TK,adult,LK,R4,-5.1477018,119.4702925,3
Thursday,Afternoon,perumahan dosen unhas,tamalanrea,TK,adult,LK,R4,-5.140492,119.4941367,3
Wednesday,Evening,veteran selatan,mamajang,TL,NOV,LK,R2,-5.1671547,119.419923,6
Sunday,Night,andi djemma,mamajang,TK,adolescent,NOV,R4,-5.1628664,119.4215161,7
Friday,Night,urip sumuharjo,panakkukang,TL,NOV,NOV,R2,-5.1348243,119.4316818,10
Sunday,Night,kajoalalido,ujung pandang,TK,adult,LK,R2,-5.1349231,119.4105422,7
Friday,Night,tanggul patompo,tamalate,TL,NOV,PR,R2,-5.1817678,119.4094415,10
Thursday,Afternoon,boulevard,panakkukang,TK,adolescent,PR,R4,-5.1567107,119.4462122,7
Wednesday,Night,boulevard,panakkukang,TK,adult,PR,R4,-5.1567107,119.4462122,3
Friday,Afternoon,batua raya,panakkukang,TL,NOV,LK,R2,-5.1495527,119.460578,6
Monday,Evening,pongtiku,bontoala,TK,NOV,LK,R2,-5.1307666,119.4302141,7
Sunday,Afternoon,sultan alauddin,rappocini,TK,adult,PR,R4,-5.1847014,119.4408542,3
Sunday,Evening,galangan kapal,tallo,TK,adult,LK,R2,-5.1116901,119.4310929,7
Monday,Night,tamangapa raya,manggala,TK,NOV,NOV,R4,-5.1767373,119.4843844,3
Monday,Afternoon,sultan alauddin,rappocini,TK,adult,NOV,R2,-5.1847014,119.4408542,7
Tuesday,Afternoon,tamangapa raya,manggala,TK,adolescent,NOV,R6,-5.1767373,119.4843844,7
Tuesday,Afternoon,gunung lokon,ujung pandang,TL,NOV,NOV,R4,-5.1379043,119.4184645,2
Monday,Afternoon,kumala ii selatan,tamalate,TK,adult,LK,R2,-5.1742308,119.4198237,7
Tuesday,Afternoon,pendidikan,rappocini,TK,adolescent,LK,R2,-5.1713064,119.4379648,11
Tuesday,Morning,insinyur sutami,tamalanrea,TL,NOV,PR,R2,-5.1034072,119.4572411,4
Wednesday,Morning,urip sumuharjo,panakkukang,TK,adult,LK,R4,-5.1348243,119.4316818,3
Wednesday,Evening,veteran utara,makassar,TL,NOV,NOV,R4,-5.1407973,119.4239945,2
Monday,Night,manuruki,tamalate,TK,adolescent,LK,R4,-5.1788136,119.427302,7
Saturday,Evening,nipa nipa,manggala,TL,NOV,LK,R2,-5.1624763,119.5003181,6
Tuesday,Night,antang raya,manggala,TK,adolescent,PR,R6,-5.1602384,119.4774127,0
Monday,Night,tamangapa raya,manggala,TL,NOV,NOV,R2,-5.1767373,119.4843844,10
Wednesday,Afternoon,sungai cerekang,bontoala,TL,NOV,LK,R2,-5.1336434,119.417299,6
Sunday,Afternoon,sam ratulangi,mariso,TK,adult,LK,R4,-5.1545546,119.4162759,3
Tuesday,Evening,boulevard,panakkukang,TM,adult,LK,R4,-5.1567107,119.4462122,3
Thursday,Night,perintis kemerdekaan,tamalanrea,TK,adult,LK,R6,-5.1257155,119.5040112,3
Thursday,Night,perintis kemerdekaan,biringkanaya,TK,adult,NOV,R4,-5.0934582,119.5134093,3
Thursday,Night,urip sumuharjo,bontoala,TL,NOV,LK,R2,-5.1348243,119.4316818,6
Friday,Afternoon,pannampu,tallo,TK,adolescent,PR,R3,-5.1176851,119.4314582,7
Thursday,Morning,profesor abdurrahman basalamah,panakkukang,TL,NOV,NOV,R4,-5.1471505,119.4492661,9
Thursday,Evening,antang raya,manggala,TL,NOV,NOV,R4,-5.1602384,119.4774127,2
Saturday,Afternoon,annuang,makassar,TL,NOV,LK,R2,-5.1540478,119.4230574,6
Friday,Afternoon,andalas,bontoala,TK,adult,LK,R4,-5.1268592,119.4185753,3
Saturday,Morning,sudirman,ujung pandang,TK,adolescent,LK,R2,-5.1346761,119.4138163,5
Sunday,Afternoon,sam ratulangi,mamajang,TK,adult,LK,R4,-5.1520498,119.4160523,3
Saturday,Afternoon,veteran selatan,makassar,TK,adolescent,NOV,R2,-5.1673416,119.4198624,0
Friday,Morning,taman sudiang indah,biringkanaya,TL,NOV,LK,R2,-5.091304,119.5263867,4
Friday,Afternoon,sanrangan,biringkanaya,TK,adolescent,LK,R2,-5.104958,119.5151185,11
Thursday,Evening,veteran utara,makassar,TL,NOV,NOV,R2,-5.1407973,119.4239945,10
Friday,Afternoon,andi pangerang pettarani,panakkukang,TM,adult,NOV,R4,-5.1521953,119.4374749,3
Friday,Evening,wijaya kusuma,rappocini,TL,NOV,NOV,R2,-5.1597669,119.4287307,10
Saturday,Night,toddopuli raya,panakkukang,TK,adolescent,LK,R2,-5.1601212,119.4537414,11
Saturday,Morning,inspeksi kanal,manggala,TM,adult,LK,R2,-5.1656385,119.466649,8
Monday,Morning,tol reformasi,panakkukang,TK,adult,LK,R4,-5.1357253,119.4399835,3
Thursday,Night,perintis kemerdekaan,tamalanrea,TL,NOV,PR,R2,-5.1257155,119.5040112,10
Monday,Evening,paccerakkang,biringkanaya,TL,NOV,LK,R2,-5.1130349,119.5128407,6
Friday,Morning,tanggul patompo,tamalate,TL,NOV,LK,R2,-5.1817678,119.4094415,4
Tuesday,Morning,monginsidi,makassar,TM,adult,NOV,R2,-5.1486573,119.4231372,8
Tuesday,Afternoon,urip sumuharjo,panakkukang,TL,NOV,NOV,R4,-5.1348243,119.4316818,2
Wednesday,Night,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0934582,119.5134093,11
Monday,Afternoon,insinyur sutami,biringkanaya,TK,adult,LK,R4,-5.078346,119.5071711,3
Monday,Afternoon,kapasa raya,tamalanrea,TK,adult,LK,R4,-5.0945064,119.4925577,3
Tuesday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adult,LK,R6,-5.0934582,119.5134093,3
Wednesday,Morning,onta lama,mamajang,TL,NOV,NOV,R4,-5.1572318,119.4206192,9
Wednesday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adult,PR,R4,-5.0934582,119.5134093,3
Wednesday,Morning,perintis kemerdekaan,tamalanrea,TM,adult,LK,R4,-5.1257155,119.5040112,3
Wednesday,Night,pongtiku,bontoala,TK,adolescent,LK,R2,-5.1307666,119.4302141,11
Thursday,Afternoon,daeng tata raya i,tamalate,TM,adult,LK,R2,-5.1850019,119.423432,7
Monday,Morning,nuri,mariso,TL,NOV,LK,R2,-5.1613624,119.4092236,4
Thursday,Morning,meranti,panakkukang,TL,NOV,LK,R3,-5.1587395,119.454347,4
Thursday,Morning,perintis kemerdekaan,biringkanaya,LL,adult,NOV,R6,-5.0934582,119.5134093,8
Thursday,Afternoon,perintis kemerdekaan,biringkanaya,TM,adolescent,LK,R2,-5.0934582,119.5134093,0
Friday,Morning,sultan alauddin,rappocini,TK,adolescent,LK,R2,-5.1847014,119.4408542,5
Monday,Morning,perintis kemerdekaan,biringkanaya,TK,adult,PR,R2,-5.0934582,119.5134093,8
Friday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112,4
Friday,Afternoon,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R4,-5.0934582,119.5134093,2
Wednesday,Morning,perintis kemerdekaan,tamalanrea,TK,adult,LK,R2,-5.1257155,119.5040112,8
Saturday,Evening,merak,mariso,TL,NOV,LK,R2,-5.1596027,119.4103863,6
Sunday,Morning,andi mappaodang,tamalate,TL,NOV,NOV,R4,-5.1732205,119.4158686,9
Saturday,Morning,letjen hertasning,rappocini,TL,NOV,LK,R2,-5.1615805,119.4360696,4
Saturday,Night,veteran selatan,makassar,TK,adolescent,LK,R2,-5.1673416,119.4198624,11
Friday,Evening,urip sumuharjo,panakkukang,TM,adolescent,LK,R2,-5.1348243,119.4316818,0
Thursday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adolescent,LK,R6,-5.1257155,119.5040112,11
Wednesday,Afternoon,andi mappanyukki,mariso,TL,NOV,LK,R2,-5.156363,119.4149266,6
Saturday,Evening,sehati,panakkukang,TM,adolescent,NOV,R2,-5.1413064,119.4369767,0
Thursday,Morning,batu tambung,biringkanaya,TM,adolescent,LK,R2,-5.0894928,119.5200558,1
Saturday,Morning,insinyur sutami,biringkanaya,TK,adult,LK,R4,-5.078346,119.5071711,3
Saturday,Evening,kakatua,mariso,TK,adult,LK,R2,-5.1611828,119.412518,7
Monday,Morning,tamalanrea raya,tamalanrea,TK,adult,NOV,R2,-5.1389844,119.5193272,8
Monday,Afternoon,pajaiang,biringkanaya,TL,NOV,LK,R2,-5.1098182,119.5173596,6
Friday,Evening,jenderal sudirman,ujung pandang,TK,adolescent,NOV,R4,-5.1346761,119.4138163,7
Tuesday,Afternoon,paccerakkang,biringkanaya,TM,adolescent,PR,R2,-5.1130349,119.5128407,0
Sunday,Evening,tamangapa raya,manggala,TL,NOV,LK,R2,-5.1767373,119.4843844,6
Tuesday,Evening,perintis kemerdekaan,tamalanrea,TM,adolescent,LK,R2,-5.1257155,119.5040112,0
Monday,Night,tamalate i,rappocini,TK,adult,LK,R2,-5.1675882,119.4479146,7
Wednesday,Afternoon,borong raya,manggala,TK,adolescent,LK,R4,-5.1637473,119.4673699,7
Wednesday,Evening,andi mappaodang,tamalate,TK,adult,LK,R4,-5.1732205,119.4158686,3
Tuesday,Afternoon,andalas,bontoala,TL,NOV,NOV,R4,-5.1268592,119.4185753,2
Wednesday,Afternoon,hartaco indah,tamalate,TL,NOV,LK,R2,-5.1878061,119.418556,6
Thursday,Morning,boulevard,panakkukang,TK,adolescent,LK,R2,-5.1567107,119.4462122,5
Thursday,Afternoon,andi pangerang pettarani,rappocini,TM,adolescent,LK,R2,-5.1565899,119.4369069,0
Wednesday,Morning,gunung latimojong,makassar,TL,NOV,LK,R2,-5.1405404,119.4208275,4
Friday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0934582,119.5134093,11
Thursday,Afternoon,perintis kemerdekaan,tamalanrea,TL,NOV,LK,R2,-5.1257155,119.5040112,6
Saturday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adult,NOV,R2,-5.1257155,119.5040112,7
Sunday,Afternoon,profesor abdurrahman basalamah,panakkukang,TK,adult,LK,R2,-5.1471505,119.4492661,7
Monday,Night,abdullah daeng sirua,panakkukang,TL,NOV,LK,R2,-5.1513443,119.4494392,6
Monday,Afternoon,rappocini raya,rappocini,TK,adult,NOV,R4,-5.1585335,119.4337899,3
Sunday,Night,urip sumuharjo,panakkukang,TK,adolescent,LK,R4,-5.1348243,119.4316818,7
Saturday,Afternoon,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112,10
Sunday,Night,urip sumuharjo,panakkukang,TK,adolescent,LK,R4,-5.1348243,119.4316818,7
Friday,Morning,sultan hasanuddin,ujung pandang,TK,adult,NOV,R2,-5.1452672,119.4126554,8
Sunday,Afternoon,urip sumuharjo,makassar,TM,adult,LK,R2,-5.1348243,119.4316818,7
Sunday,Morning,perintis kemerdekaan,biringkanaya,TK,adult,PR,R2,-5.0934582,119.5134093,8
Saturday,Afternoon,malengkeri,tamalate,TK,adolescent,PR,R4,-5.1875239,119.4339559,7
Sunday,Morning,haji bau,ujung pandang,TK,adolescent,NOV,R2,-5.1484649,119.4130795,1
Thursday,Morning,gunung agung,tamalate,TL,NOV,NOV,R4,-5.17961,119.3959942,9
Sunday,Morning,andi pangerang pettarani,panakkukang,LL,adult,LK,R4,-5.1521953,119.4374749,3
Friday,Evening,aroepala,rappocini,TK,adult,NOV,R2,-5.176439,119.4573487,7
Tuesday,Evening,perintis kemerdekaan,biringkanaya,TM,adolescent,NOV,R2,-5.0934582,119.5134093,0
Tuesday,Afternoon,kumala,tamalate,TK,adolescent,NOV,R2,-5.169866,119.4189942,0
Sunday,Morning,daeng regge,tallo,TL,NOV,NOV,R4,-5.1225074,119.441113,9
Tuesday,Afternoon,andi pangerang pettarani,panakkukang,TK,adult,LK,R2,-5.1521953,119.4374749,7
Wednesday,Morning,metro tanjung bunga,mariso,TK,adult,LK,R2,-5.1503551,119.4065236,8
Thursday,Morning,faisal,rappocini,TK,adult,LK,R4,-5.1628914,119.4292297,3
Friday,Night,sultan alauddin,rappocini,TL,NOV,LK,R2,-5.1847014,119.4408542,6
Wednesday,Afternoon,borong raya,manggala,TL,NOV,NOV,R4,-5.1637473,119.4673699,2
Friday,Evening,kapasa raya,biringkanaya,TK,adult,PR,R2,-5.1127455,119.5090435,7
Saturday,Evening,bandang,bontoala,TK,adolescent,LK,R2,-5.1265716,119.4194415,11
Saturday,Morning,urip sumuharjo,panakkukang,TK,adolescent,LK,R2,-5.1348243,119.4316818,5
Friday,Evening,minasa upa,rappocini,TK,adult,LK,R4,-5.183593,119.4585157,3
Sunday,Morning,tupai,mamajang,TK,adult,LK,R2,-5.1604904,119.4202026,8
Sunday,Morning,perintis kemerdekaan,tamalanrea,TK,adolescent,NOV,R2,-5.1257155,119.5040112,1
Friday,Afternoon,metro tanjung bunga,tamalate,TK,adult,LK,R2,-5.1661576,119.3917443,7
Sunday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adult,PR,R2,-5.0934582,119.5134093,7
Sunday,Night,veteran selatan,mamajang,TK,adult,PR,R4,-5.1671547,119.419923,3
Sunday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,PR,R2,-5.1257155,119.5040112,4
Sunday,Morning,perintis kemerdekaan,tamalanrea,TK,adult,LK,R2,-5.1257155,119.5040112,8
Tuesday,Morning,pajukukang,tamalate,TL,NOV,NOV,R2,-5.2122412,119.3872214,4
Sunday,Evening,cendrawasih,mariso,OC,adult,LK,R2,-5.1552795,119.4122605,1
Tuesday,Afternoon,nipa nipa 1,manggala,TK,adult,PR,R2,-5.1663769,119.4931439,7
Wednesday,Afternoon,insinyur sutami,biringkanaya,OC,adult,LK,R3,-5.078346,119.5071711,3
Monday,Evening,ade irma nasution,tallo,TK,adolescent,LK,R2,-5.1214728,119.4361603,11
Saturday,Afternoon,kapasa raya,biringkanaya,TK,adolescent,NOV,R2,-5.1127455,119.5090435,0
Thursday,Afternoon,gunung latimojong,makassar,TL,NOV,NOV,R2,-5.1405404,119.4208275,10
Wednesday,Evening,tamalanrea raya,tamalanrea,TK,adolescent,NOV,R2,-5.1389844,119.5193272,0
Thursday,Evening,sawerigading,ujung pandang,TK,adult,LK,R4,-5.1408703,119.4127661,3
Saturday,Night,gunung latimojong,bontoala,TK,adult,LK,R2,-5.1405404,119.4208275,7
Saturday,Morning,sultan abdullah,tallo,TK,child,PR,R2,-5.1037126,119.4396863,1
Saturday,Afternoon,tamangapa raya 3,manggala,TM,adolescent,LK,R2,-5.1767373,119.4843844,0
Saturday,Evening,yosef latumahira losari,ujung pandang,TK,adult,LK,R4,-5.1462216,119.4118146,3
Saturday,Morning,pengayoman,panakkukang,TK,adult,LK,R2,-5.1579465,119.4384455,8
Friday,Evening,kesempatan,tallo,TL,NOV,LK,R2,-5.1146431,119.4268661,6
Friday,Afternoon,kapasa raya,tamalanrea,TM,adolescent,NOV,R2,-5.0945064,119.4925577,0
Friday,Afternoon,andi tadde,tallo,TL,NOV,LK,R2,-5.1276054,119.4301568,6
Saturday,Morning,batara bira,biringkanaya,TK,adult,LK,R4,-5.0884975,119.5063692,3
Saturday,Morning,andi djemma,mamajang,TL,NOV,LK,R2,-5.1628664,119.4215161,4
Monday,Morning,lamadukelleng,ujung pandang,TM,adult,LK,R2,-5.1459823,119.4109236,8
Tuesday,Afternoon,insinyur sutami,biringkanaya,OC,adolescent,PR,R2,-5.078346,119.5071711,0
Sunday,Night,urip sumuharjo,makassar,OC,child,LK,R2,-5.1348243,119.4316818,0
Wednesday,Night,perintis kemerdekaan,biringkanaya,TK,adult,PR,R2,-5.0934582,119.5134093,7
Monday,Evening,sultan alauddin,rappocini,TL,NOV,LK,R2,-5.1847014,119.4408542,6
Tuesday,Morning,perintis kemerdekaan,biringkanaya,TL,NOV,LK,R2,-5.0934582,119.5134093,4
Wednesday,Night,berua raya,biringkanaya,TK,adolescent,LK,R2,-5.1158621,119.5232925,11
Wednesday,Morning,urip sumuharjo,panakkukang,TK,adult,LK,R4,-5.1348243,119.4316818,3
Tuesday,Morning,penghibur,ujung pandang,OC,adult,LK,R2,-5.1438068,119.4081433,8
Wednesday,Afternoon,gunung merapi,ujung pandang,TM,adult,NOV,R2,-5.1442354,119.4176162,6
Wednesday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R4,-5.1257155,119.5040112,9
Sunday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R4,-5.1257155,119.5040112,9
Tuesday,Morning,letjen hertasning,rappocini,OC,adult,LK,R2,-5.1615805,119.4360696,8
Thursday,Morning,daeng tata lama,tamalate,TL,NOV,LK,R2,-5.1894221,119.4408194,4
Saturday,Night,insinyur sutami,tamalanrea,TK,adult,LK,R2,-5.1034072,119.4572411,7
Friday,Evening,urip sumuharjo,panakkukang,TM,adolescent,PR,R4,-5.1348243,119.4316818,6
Saturday,Morning,veteran selatan,makassar,T,adolescent,LK,R2,-5.1673416,119.4198624,1
Friday,Night,amd,manggala,TL,NOV,NOV,R4,-5.1771302,119.4873981,2
Saturday,Night,pajukukang,tamalate,T,child,NOV,R2,-5.2122412,119.3872214,6
Sunday,Afternoon,jenderal sudirman,ujung pandang,TK,adolescent,LK,R2,-5.1346761,119.4138163,11
Sunday,Afternoon,insinyur sutami,tamalanrea,TL,NOV,NOV,R6,-5.1034072,119.4572411,2
Saturday,Afternoon,kapasa raya,tamalanrea,TK,adult,LK,R2,-5.0945064,119.4925577,7
Sunday,Afternoon,goa ria,biringkanaya,TK,adult,LK,R3,-5.0818045,119.5243856,3
Friday,Evening,urip sumuharjo,panakkukang,TK,adolescent,LK,R4,-5.1348243,119.4316818,7
Monday,Morning,kartini,ujung pandang,TK,adolescent,PR,R4,-5.1360991,119.4118141,7
Friday,Night,haji bau,mariso,TK,adolescent,PR,R2,-5.1484649,119.4130795,0
Saturday,Evening,sunu,bontoala,TL,NOV,LK,R2,-5.1321811,119.4269256,6
Monday,Afternoon,sahabat raya,tamalanrea,TL,NOV,NOV,R4,-5.125134,119.4891111,2
Sunday,Morning,tamalanrea raya,tamalanrea,TL,NOV,NOV,R4,-5.1389844,119.5193272,9
Monday,Morning,karunrung,ujung pandang,TK,adolescent,LK,R2,-5.1448851,119.4127054,5
Monday,Morning,tamalate i,rappocini,TL,NOV,LK,R2,-5.1675882,119.4479146,4
Monday,Evening,karunrung,ujung pandang,TK,adult,LK,R2,-5.1448851,119.4127054,7
Tuesday,Night,sam ratulangi,mamajang,TK,adult,NOV,R2,-5.1520498,119.4160523,7
Tuesday,Afternoon,jenderal sudirman,ujung pandang,TL,NOV,NOV,R4,-5.1346761,119.4138163,2
Monday,Night,malengkeri,tamalate,TK,adolescent,LK,R2,-5.1875239,119.4339559,11
Sunday,Evening,urip sumuharjo,panakkukang,TL,NOV,PR,R2,-5.1348243,119.4316818,10
Tuesday,Morning,perintis kemerdekaan,tamalanrea,TK,adolescent,NOV,R4,-5.1257155,119.5040112,7
Sunday,Night,andi mappaodang,tamalate,TK,adult,LK,R2,-5.1732205,119.4158686,7
Wednesday,Night,berua raya,biringkanaya,TK,adolescent,LK,R2,-5.1158621,119.5232925,11
Tuesday,Afternoon,profesor abdurrahman basalamah,panakkukang,TK,child,LK,R2,-5.1471505,119.4492661,7
Wednesday,Morning,galangan kapal,tallo,TK,adult,LK,R2,-5.1116901,119.4310929,8
Wednesday,Afternoon,perintis kemerdekaan,tamalanrea,TM,adolescent,LK,R2,-5.1257155,119.5040112,0
Friday,Afternoon,andi tonro,tamalate,TM,adolescent,LK,R2,-5.1722153,119.4194737,0
Wednesday,Afternoon,dangko,tamalate,TL,NOV,LK,R2,-5.1819016,119.4145136,6
Tuesday,Night,rajawali,mariso,TL,NOV,NOV,R4,-5.1487498,119.4096122,2
Thursday,Afternoon,urip sumuharjo,panakkukang,TL,NOV,NOV,R4,-5.1348243,119.4316818,2
Wednesday,Night,manuruki raya,tamalate,TK,adolescent,NOV,R2,-5.1764806,119.4291269,0
Tuesday,Morning,tala' salapang,rappocini,TK,adolescent,LK,R2,-5.1816916,119.442485,5
Wednesday,Afternoon,letjen hertasning,panakkukang,TK,adolescent,LK,R2,-5.1624971,119.4427223,11
Saturday,Afternoon,urip sumuharjo,panakkukang,TK,adult,LK,R4,-5.1348243,119.4316818,3
Sunday,Night,gunung latimojong,bontoala,TK,adult,NOV,R4,-5.1405404,119.4208275,3
Sunday,Night,andi tonro,tamalate,TK,adolescent,LK,R2,-5.1722153,119.4194737,11
Saturday,Morning,urip sumuharjo,panakkukang,TL,NOV,NOV,R2,-5.1348243,119.4316818,4
Friday,Afternoon,perintis kemerdekaan,biringkanaya,TM,adolescent,PR,R2,-5.0934582,119.5134093,0
