NO,HARI,TGL,JAM,JALAN,KECAMATAN,JENIS KECELAKAAN,UMUR,JENIS KELAMIN,KENDARAAN TERSANGKA
1299,Monday,10/6/2019,21:30,BANDANG,BONTOALA,TK,adult,LK,R4
1300,Tuesday,11/6/2019,8:30,Poros Perumnas Sudiang,Biringkanaya,TK,adult,LK,R2
1301,Tuesday,11/6/2019,20:30,Gunung Merapi,Ujung Pandang,TK,adult,PR,R4
1302,Wednesday,12/6/2019,16:45,KIMA RAYA,Biringkanaya,TL,NOV,NOV,R2
1303,Wednesday,5/6/2019,8:20,BATU PUTIH,Ujung Pandang,TL,NOV,NOV,R2
1304,Tuesday,11/6/2019,17:20,PERINTIS KEMERDEKAAN,Biringkanaya,TK,adolescent,LK,R2
1305,Wednesday,12/6/2019,18:00,PERINTIS KEMERDEKAAN,Tamalanrea,TL,NOV,NOV,R2
1306,Thursday,13/6/2019,22:45,METRO TANJUNG BUNGA,Tamalate,TL,NOV,NOV,R2
1307,Thursday,13/6/2019,14:30,IR. JUANDA,TALLO,TK,child,LK,R2
1308,Wednesday,13/6/2019,20:00,KUMALA,Tamalate,TL,NOV,NOV,R3
1309,Thursday,13/6/2019,17:00,VETERAN SELATAN,MAMAJANG,TK,child,LK,R2
1310,Wednesday,12/6/2019,11:00,MAPPAODANG,Tamalate,TM,adult,PR,R2
1311,Thursday,13/6/2019,14:00,BARAWAJA,Panakukang,TL,NOV,NOV,R2
1312,Thursday,13/5/2019,14:00,BARAWAJA,Panakukang,TK,adult,LK,R2
1313,Friday,14/6/2019,19:00,PERINTIS KEMERDEKAAN,Tamalanrea,TL,NOV,NOV,R2
1314,Saturday,15/6/2019,16:30,MACCINI RAYA,Makassar,TK,adult,LK,R2
1315,Saturday,15/6/2019,7:45,LAMADUKELLENG,Ujung Pandang,TM,adolescent,LK,R2
1316,Saturday,19/6/2019,22:45,Fly Over,Panakukang,TL,NOV,NOV,R2
1317,Friday,14/6/2019,0:00,URIP SUMOHARJO,Panakukang,TL,NOV,NOV,R4
1318,Monday,17/6/2019,8:40,URIP SUMOHARJO,Panakukang,TM,adult,LK,R2
1319,Friday,14/6/2019,9:42,PERINTIS KEMERDEKAAN,Tamalanrea,TL,NOV,NOV,R2
1320,Saturday,15/6/2019,11:30,PERINTIS KEMERDEKAAN,Biringkanaya,TK,adult,LK,R2
1321,Saturday,15/6/2019,12:00,Veteran Utara,Makassar,TL,NOV,NOV,R2
1322,Wednesday,19/6/2019,11:00,URIP SUMOHARJO,Panakukang,TK,adult,LK,R6
1323,Wednesday,19/6/2019,11:20,DOMBA,Makassar,TK,child,LK,R2
1324,Tuesday,18/6/2019,17:30,URIP SUMOHARJO,Panakukang,TL,NOV,NOV,R2
1325,Wednesday,19/6/2019,21:00,TOL REVORMASI,TALLO,T,adult,LK,R4
1326,Saturday,15/6/2019,10:00,ABDULLAH DG SIRUA,Panakukang,TL,NOV,NOV,R2
1327,Wednesday,19/6/2019,21:30,URIP SUMOHARJO,Panakukang,TK,adolescent,LK,R2
1328,Thursday,20/6/2019,0:30,URIP SUMOHARJO,Panakukang,TK,adolescent,PR,R2
1329,Thursday,20/6/19,7:55,SULTAN ALAUDDIN,Rappocini,TL,NOV,NOV,R4
1330,Wednesday,19/6/2019,16:10,Poros Unhas,Tamalanrea,TL,NOV,NOV,R2
1331,Thursday,20/6/2019,21:20,GUNUNG BAWAKARAENG,Makassar,TK,adolescent,PR,R2
1332,Wednesday,19/6/2019,14:45,IR. SUTAMI,Tamalanrea,TK,adult,LK,R2
1333,Thursday,21/6/2019,22:00,POROS LAIKANG,Biringkanaya,TM,adolescent,LK,R2
1334,Saturday,22/6/2019,8:00,SULTAN ALAUDDIN,Tamalate,TB,adult,LK,R2
1335,Friday,21/6/2019,12:30,KIMA RAYA 3,Biringkanaya,TK,adolescent,LK,R2
1336,Friday,21/6/2019,20:00,GOA RIA,Biringkanaya,TK,adolescent,PR,R2
1337,Friday,21/6/2019,12:05,GOA RIA,Biringkanaya,TL,NOV,NOV,R2
1338,Saturday,22/6/2019,13:30,PENGAYOMAN,Panakukang,TK,adult,LK,R4
1339,Saturday,22/6/2019,10:00,Masjid Raya,BONTOALA,TK,adult,LK,R2
1340,Thursday,20/6/2019,0:30,RAJAWALI,Mariso,TK,adult,LK,R3
1341,Friday,21/6/2019,7:00,METRO TANJUNG BUNGA,Tamalate,TK,adolescent,LK,R2
1342,Friday,21/6/2019,17:00,PERINTIS KEMERDEKAAN,Tamalanrea,TL,NOV,NOV,R6
1343,Sunday,23/6/2019,21:00,KUMALA,Tamalate,TL,NOV,NOV,R2
1344,Sunday,23/6/2019,7:30,PERINTIS KEMERDEKAAN,Tamalanrea,TL,NOV,NOV,R2
1345,Sunday,23/6/2019,10:00,PERINTIS KEMERDEKAAN,Tamalanrea,OC,adult,PR,R2
1346,Monday,24/6/2019,17:30,TOL SEKSI IV,Tamalanrea,OC,adult,PR,R4
1347,Tuesday,25/6/2019,7:45,Masjid Raya,BONTOALA,TK,adult,LK,R2
1348,Tuesday,25/6/2019,8:30,PERINTIS KEMERDEKAAN,Tamalanrea,TL,NOV,NOV,R4
1349,Monday,24/6/2019,15:25,Tamalanrea Raya,Tamalanrea,TL,NOV,NOV,R4
1350,Friday,21/6/2019,11:00,Veteran Utara,BONTOALA,TK,adolescent,LK,R2
1351,Sunday,23/6/2019,20:30,HAJI BAU MKS,Mariso,TK,adolescent,PR,R2
1352,Wednesday,26/6/2019,11:00,RATULANGI,MAMAJANG,TL,NOV,NOV,R2
1353,Wednesday,26/6/2019,14:25,POROS PERUM NTI NO. 8,Tamalanrea,TK,adolescent,PR,R2
1354,Wednesday,26/6/2019,9:30,GONTANG RAYA,Tamalate,TK,adolescent,LK,R2
1355,Wednesday,26/6/2019,13:15,JENDRAL SUDIRMAN,Ujung Pandang,TK,adult,LK,R2
1356,Thursday,27/6/2019,10:15,DR LEIMENA,Manggala,TL,NOV,NOV,R4
1357,Thursday,27/6/2019,5:30,KARAENG PATTINGALLOANG,Biringkanaya,TL,NOV,NOV,R2
1358,Monday,24/6/2019,9:00,KUMALA,Tamalate,TM,adult,LK,R2
1359,Thursday,27/6/2019,13:00,PERINTIS KEMERDEKAAN,Biringkanaya,TK,adolescent,LK,R4
1360,Thursday,27/6/2019,16:20,GUNUNG LATIMOJONG,Makassar,TK,adult,LK,R2 
1361,Friday,28/6/2019,1:00,TUPAI,MAMAJANG,TK,adult,PR,R2
1362,Friday,28/6/2019,21:30,ARIEF RATE,Ujung Pandang,TL,NOV,NOV,R2
1363,Thursday,27/6/2019,9:00,Abd KADIR,Tamalate,TM,adolescent,LK,R2
1364,Friday,28/6/2019,16:30,SLAMET RIAYADI,Ujung Pandang,TL,NOV,NOV,R2
1365,Saturday,29/6/2019,13:00,RAPPOCINI RAYA,Rappocini,TL,NOV,NOV,R4
1366,Saturday,29/6/2019,17:10,JENDRAL SUDIRMAN,Ujung Pandang,TK,adult,LK,R4
1367,Sunday,30/6/2019,23:30,BORONG RAYA,Manggala,TL,NOV,NOV,R2
1368,Monday,1/7/2019,2:00,URIP SUMOHARJO,Panakukang,TL,NOV,NOV,R2
1369,Saturday,29/6/2019,15:00,KIMA RAYA 2,Biringkanaya,OC,adult,LK,R2
1370,Monday,8/2/2021,21:00,ABDULLAH DG SIRUA,Panakukang,OC,adolescent,LK,R2
1371,Monday,8/2/2021,13:13,CENDRAWASIH,Mariso,TL,NOV,NOV,R2
1372,Monday,8/2/2021,20:30,BOULEVARD,Panakukang,TL,NOV,NOV,R2
1373,Tuesday,8/3/2021,9:00,PENGAYOMAN,Panakukang,OC,adolescent,PR,R4
1374,Monday,8/2/2021,9:15,PACCERAKANG,Biringkanaya,TM,adult,LK,R2
1375,Tuesday,8/3/2021,7:00,PARUMPA ,Biringkanaya,TK,adult,LK,R2
1376,Monday,8/2/2021,11:00,BARUGA ANTANG,Manggala,T,adult,LK,R2
1377,Sunday,8/1/2021,22:00,GUNUNG LATIMOJONG,Makassar,TL,NOV,NOV,R2
1378,Thursday,7/29/2021,19:10,DG RAMANG,Biringkanaya,OC,adolescent,LK,R2
1379,Tuesday,8/3/2021,21:50,TAMALANREA RAYA,Tamalanrea,TK,adult,PR,R4
1380,Tuesday,8/3/2021,23:10,NUSA HARAPAN PERMAI,Tamalanrea,T,adolescent,LK,R2
1381,Wednesday,8/4/2021,23:45,PERINTIS KEMERDEKAAN,Tamalanrea,TK,adolescent,LK,R4
1382,Wednesday,8/4/2021,2:15,HERTASNING,Rappocini,OC,adolescent,PR,R2
1383,Thursday,8/5/2021,9:30,RATULANGI,MAMAJANG,TM,adolescent,LK,R2
1384,Wednesday,8/4/2021,6:50,BTN ASAL MULA,Tamalanrea,OC,adolescent,PR,R2
1385,Thursday,8/5/2021,20:20,PERINTIS KEMERDEKAAN,Tamalanrea,TM,adolescent,LK,R2
1386,Thursday,8/5/2021,9:00,ANDI PANGERANG PETTARANI,Rappocini,TK,adult,LK,R4
1387,Friday,8/6/2021,10:50,SUNGAI SADDANG BARU,Makassar,OC,adolescent,LK,R2
1388,Friday,8/6/2021,5:30,BOULEVARD ,Panakukang,TM,adult,LK,R2
1389,Saturday,8/7/2021,13:00,ANDI PANGERANG PETTARANI,Panakukang,TL,NOV,NOV,R2
1390,Thursday,8/5/2021,0:00,PERINTIS KEMERDEKAAN,Tamalanrea,TM,adolescent,LK,R2
1391,Tuesday,8/3/2021,21:00,KERUNG-KERUNG ,Makassar,TL,NOV,NOV,R2
1392,Friday,8/6/2021,15:00,ADIPURA RAYA,Panakukang,TK,adult,LK,R2
1393,Saturday,8/7/2021,9:00,MACCINI RAYA,Makassar,T,adolescent,PR,R2
1394,Sunday,8/8/2021,9:00,JENDRAL SUDIRMAN,Ujung Pandang,TK,adult,LK,R4
1395,Monday,8/9/2021,12:00,TANGGUL PATOMPO,Tamalate,TK,adolescent,LK,R2
1396,Saturday,8/7/2021,0:00,KERUNG-KERUNG,Makassar,TL,NOV,NOV,R2
1397,Sunday,5/13/2021,21:55,PERINTIS KEMERDEKAAN,Biringkanaya,OC,adult,LK,R2
1398,Monday,8/9/2021,6:00,ABDULLAH DG SIRUA,Panakukang,TL,NOV,NOV,R2
1399,Saturday,9/7/2021,20:00,INSPEKSI KANAL ,Manggala,T,adolescent,PR,R2
1400,Friday,8/6/2021,9:30,ANDI PANGERANG PETTARANI,Panakukang,TL,NOV,NOV,R2
1401,Tuesday,8/10/2021,23:00,YUSUF DG NGAWING,Rappocini,TK,adult,LK,R4
1402,Tuesday,8/10/2021,12:30,MAPPAODANG,Tamalate,TM,adult,LK,R6
1403,Wednesday,8/11/2021,17:30,ANDI PANGERANG PETTARANI,Panakukang,TK,adult,PR,R4
1404,Monday,8/9/2021,10:00,PAJENEKANG,BONTOALA,TK,adolescent,LK,R2
1405,Tuesday,8/10/2021,2:00,INSPEKSI KANAL UMI,Panakukang,TL,NOV,NOV,R2
1406,Wednesday,8/11/2021,16:10,KEINDAGAN III,Tamalanrea,TK,adult,PR,R2
1407,Monday,8/9/2021,23:15,TEUKU UMAR,TALLO,TL,NOV,NOV,R2
1408,Wednesday,8/11/2021,22:15,PERINTIS KEMERDEKAAN,Biringkanaya,TK,adult,LK,R2
1409,Thursday,8/12/2021,17:24,JENDRAL SUDIRMAN,Ujung Pandang,TL,NOV,NOV,R2
1410,Friday,8/13/2021,6:30,JENDRAL SUDIRMAN,Ujung Pandang,T,adult,LK,R2
1411,Friday,8/13/2021,9:00,PERINTIS KEMERDEKAAN,Biringkanaya,OC,adult,LK,R2
1412,Friday,8/13/2021,10:00,PERJANJIAN BONGAYA,Tamalate,TM,adult,LK,R2
1413,Saturday,8/14/2021,9:20,PENDIDIKAN RAYA,Rappocini,TK,adolescent,LK,R2
1414,Sunday,8/15/2021,0:30,TOL SEKSI II,TALLO,TL,NOV,NOV,R4
1415,Wednesday,8/11/2021,6:30,ANDI PANGERANG PETTARANI,Rappocini,TL,NOV,NOV,R4
1416,Friday,8/13/2021,5:00,SUNGAI SADDANG BARU,Makassar,TL,NOV,NOV,R2
1417,Saturday,8/14/2021,15:40,ANDI PANGERANG PETTARANI,Panakukang,TK,adolescent,LK,R2
1418,Sunday,8/15/2021,8:50,TOL SEKSI IV,Tamalanrea,OC,adult,LK,R4
1419,Sunday,8/15/2021,7:40,BERUA RAYA,Biringkanaya,T,adolescent,LK,R2
1420,Monday,8/16/2021,15:15,VETERAN SELATAN,Makassar,TM,adult,LK,R2
1421,Monday,9/16/2021,17:00,KARAENG PATTINGALLOANG,Biringkanaya,TK,adolescent,LK,R2
1422,Tuesday,8/17/2021,16:00,URIP SUMOHARJO,Panakukang,TL,NOV,NOV,R4
1423,Saturday,7/24/2021,5:15,IR. SUTAMI,Biringkanaya,T,adult,LK,R6
1424,Saturday,7/24/2021,12:30,GUNUNG LATIMOJONG,Makassar,TK,adult,LK,R2
1425,Sunday,7/25/2021,23:00,ANDI PANGERANG PETTARANI,Rappocini,TM,adult,LK,R4
1426,Sunday,7/18/2021,9:20,DG TATA III,Tamalate,TK,adult,LK,R4
1427,Friday,7/23/2021,23:00,KERUNG-KERUNG,Makassar,TL,NOV,NOV,R2
1428,Saturday,7/24/2021,19:30,TINUMBU,BONTOALA,OC,adult,LK,R2
1429,Tuesday,7/27/2021,23:30,METRO TANJUNG BUNGA,Mariso,OC,adult,LK,R2
1430,Sunday,7/18/2021,2:30,GALANGAN KAPAL,TALLO,TL,NOV,NOV,R2
1431,Tuesday,7/27/2021,15:30,MUTIARA BOULEVARD,Biringkanaya,OC,adolescent,LK,R2
1432,Sunday,7/25/2021,17:00,RAPPOCINI RAYA,Rappocini,TL,NOV,NOV,R2
1433,Wednesday,7/28/2021,16:00,MAPPANYUKKI,Mariso,TM,adult,LK,R4
1434,Wednesday,7/28/2021,9:30,IR. SUTAMI,Tamalanrea,TL,NOV,NOV,R2
1435,Thursday,7/29/2021,10:30,SUNU,TALLO,TK,adolescent,LK,R2
1436,Thursday,7/29/2021,20:30,TODDOPULI RAYA,Panakukang,TK,adolescent,LK,R2
1437,Thursday,7/29/2021,23:30,ANDI MAPPAINGA,Tamalate,TM,adolescent,LK,R2
1438,Friday,7/30/2021,0:30,PINTU 1,Tamalanrea,TM,adult,PR,R4
1439,Friday,7/30/2021,15:00,URIP SUMOHARJO,Panakukang,TK,adult,LK,R2
1440,Friday,7/30/2021,22:30,KAPASA RAYA,Tamalanrea,OC,adult,LK,R2
1441,Saturday,7/31/2021,7:00,INDAH 3,TALLO,TL,NOV,NOV,R2
1442,Sunday,8/1/2021,9:00,JENDRAL SUDIRMAN,Ujung Pandang,TL,NOV,NOV,R4
1443,Friday,7/30/2021,11:00,MAPPAODANG,Tamalate,TL,NOV,NOV,R4
1444,Monday,8/2/2021,14:00,ANDI PANGERANG PETTARANI,Rappocini,TK,adolescent,LK,R2
1445,Saturday,3/16/2019,6:50,PERINTIS KEMERDEKAAN,Tamalanrea,TK,adult,LK,R4
1446,Monday,3/18/2019,3:36,PENGAYOMAN,Panakukang,TK,adolescent,PR,R2
1447,Saturday,3/16/2019,0:00,Jend M. Yusuf,Ujung Pandang,TB,adult,LK,R4
1448,Thursday,2/28/2019,0:00,DG TATA LAMA,Tamalate,TL,NOV,NOV,R2
1449,Tuesday,19/03/2019,3:36,IR. SUTAMI,Biringkanaya,TK,adolescent,LK,R4
1450,Wednesday,13/03/2019,12:00,Poros BTN artkara,Tamalanrea,TL,NOV,NOV,R2
1451,Sunday,17/03/2019,0:00,IR. SUTAMI,Biringkanaya,TL,NOV,NOV,R2
1452,Monday,18/03/2019,3:36,PERINTIS KEMERDEKAAN,Tamalanrea,TK,adolescent,PR,R2
1453,Wednesday,20/03/2019,0:00,GONTANG RAYA,Mamajang,TK,adult,PR,R4
1454,Wednesday,20/03/2019,10:48,METRO TANJUNG BUNGA,Ujung Pandang,TK,adult,LK,R4
1455,Wednesday,20/03/2019,4:48,SUNGAI SADDANG,Rappocini,TK,adult,LK,R4
1456,Thursday,21/03/2019,9:36,HJ Murni,Mariso,TM,adult,LK,R2
1457,Thursday,21/03/2019,12:00,CENDRAWASIH,Mamajang,TK,adolescent,PR,R2
1458,Wednesday,20/03/2019,7:12,Galangan Kapal,Tallo,TL,NOV,NOV,R2
1459,Thursday,21/03/2019,0:00,PERINTIS KEMERDEKAAN,Tamalanrea,T,adult,LK,R2
1460,Thursday,21/03/2019,7:12,Inspeksi PAM,Manggala,TM,adolescent,PR,R2
1461,Thursday,21/03/2019,0:00,Mappaodang,Mamajang,TL,NOV,NOV,R2
1462,Friday,22/03/2019,3:36,DG RAMANG,Biringkanaya,TK,adolescent,LK,R4
1463,Thursday,21/03/2019,0:00,Rajawali,Mariso,TL,NOV,NOV,R2
1464,Saturday,23/03/2019,7:12,Bandang,Bontoala,TK,adolescent,LK,R4
1465,Sunday,24/03/2019,2:24,IR. SUTAMI,Biringkanaya,TL,NOV,NOV,R2
1466,Saturday,23/03/2019,0:00,AL MARKAS,Bontoala,OC,adolescent,LK,R2
1467,Sunday,24/03/2019,7:12,Veteran utara,Mamajang,TM,adult,LK,R4
1468,Saturday,23/03/2019,7:12,AL MARKAS,Bontoala,OC,adult,LK,R2
1469,Monday,25/03/2019,0:00,ABU BAKAR LAMBOGO,Makassar,OC,adult,LK,R2
1470,Monday,25/03/2019,0:00,PAJJAIANG,Biringkanaya,TM,adolescent,PR,R2
1471,Monday,25/03/2019,3:36,Tamalanrea Raya,Tamalanrea,TK,adult,NOV,R2
1472,Friday,22/03/2019,7:12,Ratulangi,Mariso,TL,NOV,NOV,R2
1473,Friday,1/3/2019,0:00,Toddopuli 3,Panakukang,TL,NOV,NOV,R2
1474,Monday,25/03/2019,11:31,PERINTIS KEMERDEKAAN,Tamalanrea,OC,adolescent,PR,R2
1475,Sunday,24/03/2019,3:36,PERINTIS KEMERDEKAAN,Tamalanrea,TL,NOV,NOV,R4
1476,Wednesday,27/03/2019,0:00,IR. SUTAMI,Tamalanrea,OC,adolescent,LK,R2
1477,Wednesday,27/03/2019,4:48,PERINTIS KEMERDEKAAN,Tamalanrea,TL,NOV,NOV,R2
1478,Wednesday,27/03/2019,7:12,ABDULLAH DG SIRUA,Panakukang,OC,adolescent,PR,R2
1479,Friday,15/03/2019,10:48,Veteran selatan,Makassar,TK,adolescent,NOV,R4
1480,Thursday,28/03/2019,7:12,Sungai Saddang,Makassar,TK,adult,PR,R4
1481,Wednesday,27/03/2019,0:00,Paccerakang,Biringkanaya,TL,NOV,NOV,R4
1482,Wednesday,27/03/2019,7:12,Paujalang,Biringkanaya,TM,adult,LK,R2
1483,Thursday,28/03/2019,7:12,CENDRAWASIH,Mariso,TK,child,PR,R2
1484,Friday,29/03/2019,0:00,SULTAN ALAUDDIN,Tamalate,TM,adult,LK,R2
1485,Saturday,23/03/2019,9:36,Pajiaian Bungaya,Tamalate,OC,adult,LK,R2
1486,Thursday,28/03/2019,0:00,GUNUNG LATIMOJONG,Makassar,OC,adult,PR,R2
1487,Thursday,28/03/2019,0:00,ABDULLAH DG SIRUA,Panakukang,TK,adult,PR,R2
1488,Friday,29/03/2019,7:12,Pajjaiang,Biringkanaya,TK,adolescent,PR,R2
1489,Sunday,31/03/2019,9:36,Lanto Dg. Pasewang,Mamajang,TL,NOV,NOV,R2
1490,Thursday,28/03/2019,0:00,METRO TANJUNG BUNGA,Mariso,TK,adolescent,PR,R2
1491,Friday,29/03/2019,0:00,Poros Pagodam,Biringkanaya,TK,adult,LK,R4
1492,Saturday,30/03/2019,0:00,Katimbang,Biringkanaya,TL,NOV,NOV,R2
1493,Friday,29/03/2019,0:00,Katipa raya,Biringkanaya,OC,adolescent,PR,R2
1494,Saturday,30/03/2019,0:00,PERINTIS KEMERDEKAAN,Tamalanrea,TL,NOV,NOV,R2
1495,Saturday,30/03/2019,7:12,DG RAMANG,Biringkanaya,TM,adult,LK,R2
1496,Sunday,31/03/2019,7:12,DR LEIMENA,Manggala,TK,adult,LK,R4
1497,Saturday,30/03/2019,7:12,Mutiara Boulevard,Biringkanaya,OC,adult,LK,R2
1498,Monday,1/4/2019,3:36,Poros Villa Mutiara,Biringkanaya,OC,adult,PR,R2
1499,Monday,1/4/2019,0:00,DG Hayo,Manggala,OC,adult,LK,R2
1500,Saturday,30/03/2019,0:00,Daungko,Tamalanrea,TK,adult,LK,R4
1501,Monday,1/4/2019,0:00,Veteran selatan,Makassar,TL,NOV,NOV,R4
1502,Sunday,31/03/2019,7:12,PERINTIS KEMERDEKAAN,Tamalanrea,TL,NOV,NOV,R2
1503,Monday,1/4/2019,0:00,METRO TANJUNG BUNGA,Tamalate,TL,NOV,NOV,R2
1504,Tuesday,2/4/2019,0:00,BARUGA ANTANG,Manggala,TK,adult,LK,R2
1505,Monday,1/4/2019,7:12,PERINTIS KEMERDEKAAN,Biringkanaya,OC,adult,LK,R2
1506,Monday,1/4/2019,0:00,Tamangapa Raya,Manggala,TL,NOV,NOV,R2
1507,Monday,1/4/2019,8:24,Ratulangi,Mariso,TK,adolescent,LK,R4
1508,Wednesday,3/4/2019,12:00,Nuri,Mariso,TL,NOV,NOV,R2
1509,Wednesday,3/4/2019,0:00,Galangan Kapal,Tallo,TL,NOV,NOV,R4
1510,Wednesday,3/4/2019,7:12,METRO TANJUNG BUNGA,Tamalate,OC,adolescent,PR,R2
1511,Friday,5/4/2019,7:12,Panadipu,Tallo,TK,adolescent,LK,R2
1512,Tuesday,4/2/2019,7:12,Mannuruki,Mariso,TK,adolescent,LK,R2
1513,Friday,4/5/2019,8:00,Sunu,Tallo,TK,adolescent,LK,R2
1514,Friday,4/5/2019,17:30,Goa Ria,Biringkanaya,TK,adult,NOV,R4
1515,Thursday,4/4/2019,16:00,RACING CENTER,Panakukang,TK,NOV,LK,R4
1516,Thursday,4/4/2019,15:00,Hertasning,Rappocini,TK,adolescent,PR,R4
1517,Thursday,4/4/2018,20:00,Rusa,Makassar,TL,NOV,NOV,R4
1518,Sunday,4/7/2019,7:50,JENDRAL SUDIRMAN,Ujung Pandang,TK,adolescent,LK,R2
1519,Friday,3/29/2019,18:30,TOL REVORMASI,Tallo,TL,NOV,NOV,R2
1520,Tuesday,2/4/2019,9:00,Masjid Raya,Bontoala,TL,NOV,NOV,R2
1521,Saturday,4/6/2019,20:00,Cendrawasih,Mariso,TK,adolescent,LK,R4
1522,Friday,4/6/2019,17:15,Barombong,Tamalate,TK,adult,LK,R2
1523,Sunday,4/7/2019,0:15,Rajawali,Mariso,TK,adult,PR,R4
1524,Friday,4/5/2019,1:20,Malengkeri,Tamalate,TK,adult,LK,R2
1525,Sunday,4/7/2019,17:15,PERMANDIAN BAROMBONG,Tamalate,TL,NOV,NOV,R4
1526,Monday,4/8/2019,9:20,URIP SUMOHARJO,Panakukang,TM,adolescent,LK,R2
1527,Monday,4/8/2019,7:00,Sungai Saddang,Makassar,TL,NOV,NOV,R2
1528,Monday,4/8/2019,8:00,Perintis Kemerdekaan,Tamalanrea,TK,adult,PR,R2
1529,Tuesday,4/9/2019,16:20,URIP SUMOHARJO,Panakukang,TL,NOV,NOV,R4
1530,Wednesday,4/10/2019,2:40,PENGAYOMAN,Panakukang,TK,adult,PR,R2
1531,Wednesday,4/10/2019,10:30,SULTAN ALAUDDIN,Tamalate,TK,adult,LK,R4
1532,Wednesday,4/10/2019,12:20,TOL REVORMASI,Tamalate,OC,adolescent,LK,R4
1533,Monday,5/25/2019,20:00,PERINTIS KEMERDEKAAN,Biringkanaya,TL,NOV,NOV,R4
1534,Thursday,4/11/2019,8:00,Hertasning,Rappocini,TM,child,LK,R2
1535,Thursday,4/11/2019,16:30,Cendrawasih,Mariso,TK,adult,LK,R4
1536,Tuesday,4/9/2019,17:00,PENGAYOMAN,Panakukang,TK,adolescent,LK,R4
1537,Saturday,4/13/2019,3:00,Teuku Umar,Tallo,TL,NOV,NOV,R2
1538,Friday,4/12/2019,6:50,PERINTIS KEMERDEKAAN,Biringkanaya,TK,adolescent,LK,R6
1539,Tuesday,4/9/2019,22:45,IR. SUTAMI,Tamalanrea,TK,adult,LK,R4
1540,Monday,4/12/2019,13:00,VETERAN SELATAN,Mamajang,TL,NOV,NOV,R4
1541,Thursday,4/11/2019,19:45,Tamangapa Raya,Manggala,TL,NOV,NOV,R4
1542,Thursday,4/11/2019,17:15,Niksi,Rappocini,TK,adult,PR,R2
1543,Saturday,4/13/2019,14:30,Pajjaiang,Biringkanaya,TL,NOV,NOV,R2
1544,Sunday,4/14/2019,18:40,PERINTIS KEMERDEKAAN,Biringkanaya,TK,adolescent,LK,R4
1545,Sunday,4/14/2019,4:45,Datuk Patimah,Tallo,TL,NOV,NOV,R2
1546,Friday,4/12/2019,19:30,Barawaja,Panakukang,TL,NOV,NOV,R2
1547,Saturday,13/04/2019,16:00,Barawaja,Panakukang,TK,adult,PR,R2
1548,Sunday,14/04/2019,10:30,Borong Raya,Manggala,TM,adolescent,LK,R6
1549,Monday,15/04/2019,16:15,ANDI PANGERANG PETTARANI,Rappocini,TL,NOV,NOV,R6
1550,Sunday,14/04/2019,8:00,DR LEIMENA,Manggala,TL,NOV,NOV,R2
1551,Tuesday,16/04/2019,10:48,Hertasning,Panakukang,OC,adolescent,LK,R2
1552,Thursday,21/03/2019,3:36,Ratulangi,Mamajang,OC,adult,LK,R2
1553,Wednesday,17/04/2019,7:12,VETERAN SELATAN,Mamajang,TL,NOV,NOV,R2
1554,Tuesday,16/04/2019,0:00,IR. SUTAMI,Biringkanaya,TL,NOV,NOV,R2
1555,Tuesday,16/04/2019,0:00,PERINTIS KEMERDEKAAN,Biringkanaya,TK,adolescent,LK,R2
1556,Thursday,18/04/2019,10:48,Ratulangi,Mamajang,TK,adult,LK,R4
1557,Friday,19/04/2019,0:00,ANDI PANGERANG PETTARANI,Rappocini,OC,adult,LK,R2
1558,Tuesday,16/04/2019,7:12,Batua Raya,Panakukang,TK,adult,LK,R2
1559,Friday,19/04/2019,0:00,CENDRAWASIH,Mariso,TK,adolescent,LK,R2
1560,Thursday,18/04/2019,7:12,CENDRAWASIH,Mamajang,TL,NOV,NOV,R2
1561,Wednesday,17/04/2019,0:00,Mappaodang,Tamalate,TL,NOV,NOV,R2
1562,Saturday,20/04/2019,3:36,SULTAN ALAUDDIN,Tamalate,TL,NOV,NOV,R4
1563,Sunday,21/04/2019,7:12,Ratulangi,Ujung Pandang,TK,adult,LK,R4
1564,Thursday,18/04/2019,7:12,Malengkeri,Tamalate,TM,adult,LK,R2
1565,Friday,19/04/2019,0:00,DR LEIMENA,Manggala,TK,adult,LK,R2
1566,Wednesday,17/04/2019,7:12,NIPA-NIPA,Manggala,TL,NOV,NOV,R4
1567,Wednesday,17/04/2019,0:00,ANDI PANGERANG PETTARANI,Rappocini,T,adolescent,PR,R2
1568,Wednesday,17/04/2019,3:36,Perm Nusa Harapan Permai,Tamalanrea,TL,NOV,NOV,R2
1569,Friday,4/12/2019,7:12,PERINTIS KEMERDEKAAN,Biringkanaya,TK,adolescent,LK,R2
1570,Wednesday,4/17/2019,23:00,Sungai Saddang,Makassar,TK,adolescent,PR,R2
1571,Sunday,4/21/2019,17:00,PERINTIS KEMERDEKAAN,Tamalanrea,TL,NOV,NOV,R4
1572,Sunday,4/21/2019,3:00,IR. SUTAMI,Tamalanrea,TK,adult,LK,R4
1573,Monday,4/22/2019,2:30,Metro,Tamalate,TK,adult,LK,R2
1574,Saturday,4/20/2019,14:00,PERINTIS KEMERDEKAAN,Biringkanaya,TL,NOV,NOV,R4
1575,Sunday,4/21/2019,17:00,Poros Unhas,Tamalanrea,OC,adult,LK,R2
1576,Wednesday,4/24/2019,2:30,GALANGAN KAPAL,Tallo,TK,adult,PR,R2
